Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Sales Start Date,Sales End Date,Support Start Date,Support End Date,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Product Type,Locked,Max Level,Brand,Purchase Price,Sub Category,Stock Type,Last Activity Time,Connected To.module,Connected To.id
zcrm_5586105000000453198,zcrm_5586105000000435019,Olivia Hwa,SUMMER 400CX Solar Hot Water Complete System,,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001696001,Yati Omar,2022-12-28 14:08:54,2025-12-15 08:43:12,0,Each,0,-70,0,,,52,"Direct Heating (Matt Black Polyester) Model 400CX (400 litres) 88 gallons together with a standard 3kW back up heating element, necessary fitting, valves and Isolation Barrier.",,goods,false,,SUMMER,0,,,2025-12-15 08:43:12,,
zcrm_5586105000000453370,zcrm_5586105000000435019,Olivia Hwa,DUPLICATE ITEM CODE SUMMER 300CX Solar Hot Water Complete System,SOL-017,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-28 15:09:04,2026-01-14 11:55:58,5570,Each,0,-2359,0,,,1129,"SUMMER 300 litre CX SOLAR WATER HEATER
 SUMMER Standard Solar Collector
 SUMMER CX System Kit
 SUMMER CX Standard Install Kit",,goods,false,0,SUMMER,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000473361,zcrm_5586105000000435019,Olivia Hwa,SUMMER 300CX (JIS),T-517,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000000435019,Olivia Hwa,2022-12-29 10:25:28,2026-01-12 15:52:47,0,Each,0,-618,0,,,245,"Direct Heating (Matt Black Polyester) Model 300CX (300 litres) 66 gallons together with a standard 3kW back up heating element, necessary fitting, valves and Isolation Barrier (JIS Standard)",,goods,false,,SUMMER,0,,,2026-01-12 15:52:47,,
zcrm_5586105000000473459,zcrm_5586105000000435019,Olivia Hwa,Meru MP68 HCM Wrapped CEV,COMP-006578,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 10:53:45,2025-11-10 16:28:43,1500,Each,0,0,0,,,0,"(68 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,,0,,,2025-11-10 16:28:43,,
zcrm_5586105000000473469,zcrm_5586105000000435019,Olivia Hwa,MERU MP90,,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 10:56:23,2025-12-27 16:03:52,0,Each,0,0,0,,,0,"(90 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,,MERU,0,,,2025-12-27 16:03:52,,
zcrm_5586105000000473669,zcrm_5586105000000435019,Olivia Hwa,Meru MP34 HCM Wrapped CEV,COMP-006288,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 11:37:56,2025-11-10 16:26:49,0,Each,0,-19,0,,,0,"(34 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,MERU,347.17,,,2025-11-10 16:26:49,,
zcrm_5586105000000473679,zcrm_5586105000000435019,Olivia Hwa,Meru MP45 HCM Wrapped CEV,COMP-006418,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 11:41:50,2025-11-10 16:26:49,0,Each,0,-13,0,,,0,"(45 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,MERU,363.58,,,2025-11-10 16:26:49,,
zcrm_5586105000000473689,zcrm_5586105000000435019,Olivia Hwa,Meru MP115 HCM - Wrapped CEV,COMP-D-000103,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 11:42:48,2025-11-10 16:26:49,1790,Each,0,-13,0,,,0,"(115 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,MERU,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000473835,zcrm_5586105000000435019,Olivia Hwa,Duplicate Item Code Summer 450CX Solar Hot Water Complete System,SOL-012,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 12:35:06,2025-12-27 16:03:21,8925,Each,0,-26,0,,,6,"SUMMER 450 litre CX SOLAR WATER HEATER
 SUMMER Standard Solar Collector
 SUMMER CX System Kit
 SUMMER CX Standard Install Kit",,goods,false,0,SUMMER,0,,,2025-12-27 16:03:21,,
zcrm_5586105000000473904,zcrm_5586105000000435019,Olivia Hwa,Meru MP55 HCM Wrapped CEV,COMP-006474,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 15:30:13,2025-12-27 16:00:27,0,Each,0,0,0,,,0,"(55 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,MERU,374.31,,,2025-12-27 16:00:27,,
zcrm_5586105000000473914,zcrm_5586105000000435019,Olivia Hwa,MERU MP300 HFM - 9KW WRAPPED PTV,,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 15:36:24,2025-12-27 16:03:21,0,Each,0,0,0,,,-2,"(300 Litres Capacity) Electric Storage Heater come together with a standard 9kW, 3ph/415v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,,MERU,0,,,2025-12-27 16:03:21,,
zcrm_5586105000000482007,zcrm_5586105000000435019,Olivia Hwa,Summer 300CVF Tank,SUMMER300CVF,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 15:58:28,2025-11-10 16:26:49,0,Each,0,-163,0,,,73,"VERTICAL TANK: 790 X 990 (mm), COME WITH SUMMER CONSOLE UNIT WITH CIRCULATION PUMP, DIFFERENTIAL CONTROLLER & SENSOR, 3kW HEATING ELEMENT",,goods,false,,SUMMER,0,TANK,,2025-11-10 16:26:49,,
zcrm_5586105000000482077,zcrm_5586105000000435019,Olivia Hwa,Aluminum Bracket For RC Flat Roof,,,,false,,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 16:22:00,2025-12-27 16:00:27,0,Each,0,-33,0,,,18,,,goods,false,,,0,Mounting,,2025-12-27 16:00:27,,
zcrm_5586105000000482151,zcrm_5586105000000435019,Olivia Hwa,DUPLICATE ITEM CODE SUMMER 180CX Solar Hot Water Complete System,SOL-0014,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2022-12-29 16:43:59,2025-12-27 16:00:27,3745,Each,0,-180,0,,,48,"SUMMER 180 litre CX SOLAR WATER HEATER
 SUMMER Standard Solar Collector
 SUMMER CX System Kit
 SUMMER CX Standard Install Kit",,goods,false,0,SUMMER,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000491020,zcrm_5586105000000436001,Ted Wong,BMI (Monier) 300SM-C,,,,false,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 06:19:55,2025-12-27 16:03:21,0,,0,0,0,,,0,,,goods,false,,,0,Tank,,2025-12-27 16:03:21,,
zcrm_5586105000000491091,zcrm_5586105000000436001,Ted Wong,"Heating Element Incoloy 800, Red Sealant, 3kW/240V, L315mm, Straight",PART-000010,,,true,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 09:19:08,2026-01-30 13:23:41,160,Each,0,-83,0,,,105,,,goods,false,,,23.83,Heating Element,,2026-01-30 13:23:41,,
zcrm_5586105000000491101,zcrm_5586105000000436001,Ted Wong,"Thermostat Bracket, SS304",SMFG-000005,,,true,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 09:20:15,2025-11-10 16:26:49,0,Each,0,0,0,,,0,T 1.2 MM X W 63 MM X L 65 MM,,goods,false,,,0,Thermostat,,2025-11-10 16:26:49,,
zcrm_5586105000000491172,zcrm_5586105000000436001,Ted Wong,"Kinetico Premier Series MACh 2100F OD, Macrolite",11146A,,,true,Kinetico,POE Water Filter,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 09:32:57,2025-11-10 16:26:49,8507,Each,0,-3,0,,,2,,,goods,false,0,KINETICO,4375.67,,,2025-11-10 16:26:49,,
zcrm_5586105000000491234,zcrm_5586105000000436001,Ted Wong,HeatFirst Air HeatPump HF-60,COMP-004841,,,true,Water-Care Industries,Heat Pump,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 22:57:36,2025-12-27 16:00:27,0,Each,0,-16,0,,,8,,,goods,false,,HEATFIRST,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000491244,zcrm_5586105000000436001,Ted Wong,Meru MP-1250G (1250Gal / 5625Litres),COMP-D-001741,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 22:58:51,2025-11-10 16:26:49,0,Each,0,-2,0,,,0,"Mounting Electric: VFM,Power Rating: 9 kW,Brand Large Calorifier: Heat First,Gauge Port: 2,Hot & Cold Circulation Outlet: Yes,Hot Water Return Inlet: 1 1/2"" F",,goods,false,0,MERU,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000491254,zcrm_5586105000000436001,Ted Wong,HeatFirst Distribution Board,,,,false,Water-Care Industries,Heat Pump,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 23:00:28,2025-12-27 16:03:21,0,,0,-2,0,,,0,,,goods,false,,HEATFIRST,0,,,2025-12-27 16:03:21,,
zcrm_5586105000000491264,zcrm_5586105000000436001,Ted Wong,HeatFirst Air HeatPump HF-45,COMP-004059,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Heat Pump,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 23:01:35,2025-12-27 16:00:27,0,Each,0,-7,0,,,6,,,goods,false,,HEATFIRST,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000491274,zcrm_5586105000000436001,Ted Wong,Meru MP900G / 4050L HFM - 9kW Wrapped Basic,COMP-D-002496,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 23:02:50,2025-11-10 16:26:49,0,Each,0,0,0,,,0,"Mounting Electric: HFM,Power Rating: 9 kW,Brand Large Calorifier: Summer,Gauge Port: 2,Hot & Cold Circulation Outlet: Yes,Hot Water Return Inlet: 1"" F",,goods,false,0,MERU,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000491284,zcrm_5586105000000436001,Ted Wong,Meru MP-400G HFM (400Gal / 1800Litres),COMP-D-002144,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2022-12-31 23:05:27,2025-11-10 16:26:49,0,Each,0,-3,0,,,0,"Mounting Electric: HFM,Power Rating: 9 kW,Brand Large Calorifier: Summer,Gauge Port: 2,Hot & Cold Circulation Outlet: Yes,Hot Water Return Inlet: 3/4"" F",,goods,false,0,MERU,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000496034,zcrm_5586105000000436001,Ted Wong,HeatFirst Air HeatPump HF-30,COMP-003252,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Heat Pump,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-01 15:46:51,2025-12-27 16:00:27,0,Each,0,-5,0,,,10,,,goods,false,,HEATFIRST,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000496044,zcrm_5586105000000436001,Ted Wong,Summer 2250L / 500G HFM - 9kW Basic,COMP-D-002336,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-01 15:49:12,2025-11-10 16:26:49,0,Each,0,0,0,,,0,"Mounting Electric: HFM,
 Power Rating: 9 kW,
 Gauge Port: 2,
 Hot & Cold Circulation Outlet: Yes,
 Hot Water Return Inlet: 3/4"" F",,goods,false,0,,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000496054,zcrm_5586105000000436001,Ted Wong,"Thermal Limiter - 1P,240VAC, 50HZ",,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-01 15:55:25,2025-12-27 16:03:21,0,Box,0,0,0,,,0,Thermal Limiter,,goods,false,,,0,Thermostat,,2025-12-27 16:03:21,,
zcrm_5586105000000496059,zcrm_5586105000000436001,Ted Wong,"Thermostat - 1P,240VAC,50HZ",,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-01 16:28:50,2025-12-27 16:03:21,0,,0,0,0,,,0,,,goods,false,,,0,Thermostat,,2025-12-27 16:03:21,,
zcrm_5586105000000496065,zcrm_5586105000000436001,Ted Wong,"Thermostat - Single Phase, 2KW",,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-01 16:37:51,2025-12-27 16:03:21,0,,0,0,0,,,0,,,goods,false,,,0,Thermostat,,2025-12-27 16:03:21,,
zcrm_5586105000000502032,zcrm_5586105000000435019,Olivia Hwa,Isolation Barrier,,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,,Piping,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-03 17:55:24,2025-12-27 16:03:21,0,,0,-1419,0,,,10,,,goods,false,,,0,,,2025-12-27 16:03:21,,
zcrm_5586105000000507037,zcrm_5586105000000435019,Olivia Hwa,MERU MP30 HCM WRAPPED BASIC,COMP-006240,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:00:02,2025-12-27 16:00:27,1080,Each,0,0,0,,,0,"(30 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Cold Expansion Valve and Isolation Barrier",,goods,false,0,MERU,277.96,,,2025-12-27 16:00:27,,
zcrm_5586105000000507047,zcrm_5586105000000435019,Olivia Hwa,Meru MP90 HWM-L Wrapped PTV,COMP-007477,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:03:12,2025-11-10 16:26:49,1550,Each,0,0,0,,,-42,"(90 Litres capacity) Electric Storage Heater c/w standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve (PTV) & Isolation Barrier.",,goods,false,0,MERU,506.79,,,2025-11-10 16:26:49,,
zcrm_5586105000000507057,zcrm_5586105000000435019,Olivia Hwa,Meru MP45 HWM Wrapped PTV,COMP-006429,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:03:37,2025-12-27 16:00:27,0,Each,0,-1,0,,,1,"(45 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,0,MERU,418.32,,,2025-12-27 16:00:27,,
zcrm_5586105000000507067,zcrm_5586105000000435019,Olivia Hwa,Summer 30E HCM Wrapped PTV,COMP-006243,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:04:10,2025-11-10 16:26:49,0,Each,0,0,0,,,0,"(30 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,0,MERU,365.51,,,2025-11-10 16:26:49,,
zcrm_5586105000000507106,zcrm_5586105000000435019,Olivia Hwa,Summer 60E HCM Wrapped PTV,COMP-006538,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:13:34,2025-11-10 16:26:49,0,Each,0,0,0,,,0,"(60 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,0,MERU,447.47,,,2025-11-10 16:26:49,,
zcrm_5586105000000507116,zcrm_5586105000000435019,Olivia Hwa,Meru MP75 HWM Wrapped PTV,COMP-007161,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-04 15:14:18,2025-12-27 16:00:27,1520,Each,0,-1,0,,,1,"(75 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,0,MERU,492.16,,,2025-12-27 16:00:27,,
zcrm_5586105000000516034,zcrm_5586105000000435019,Olivia Hwa,Meru MP55 HWM Wrapped PTV,COMP-006487,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,POU Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-05 12:33:41,2025-11-10 16:26:49,0,Each,0,-2,0,,,-1450,"(55 Litres Capacity) Electric Storage Heater come together with a standard 3kW, 1ph/240v/50Hz heating element, Pressure Temperature Valve and Isolation Barrier",,goods,false,0,MERU,429.05,,,2025-11-10 16:26:49,,
zcrm_5586105000000516078,zcrm_5586105000000435019,Olivia Hwa,MERU MP115 HWM - 3KW WRAPED PTV,COMP-D-000120,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-05 12:43:08,2025-11-10 16:26:49,1790,null,0,0,0,,,-2,,,goods,false,0,MERU,0,,,2025-11-10 16:26:49,,
zcrm_5586105000000537052,zcrm_5586105000000435019,Olivia Hwa,UV Isolation Barrier,,,,false,,Piping,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-11 08:55:42,2025-12-27 16:03:21,0,,0,-1912,0,,,0,,,goods,false,,,0,Safety,,2025-12-27 16:03:21,,
zcrm_5586105000000537455,zcrm_5586105000000435019,Olivia Hwa,Cold Expansion Valve,,,,false,,Piping,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-11 14:57:25,2025-12-27 16:03:21,0,,0,-12,0,,,0,,,goods,false,,,0,Safety Valve,,2025-12-27 16:03:21,,
zcrm_5586105000000549065,zcrm_5586105000000435019,Olivia Hwa,Aluminum Bracket For RC Flat Roof (180L),,,,false,,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-13 10:11:11,2025-12-27 16:03:21,0,Each,0,0,0,,,4,,,goods,false,,,0,SH-Mounting,,2025-12-27 16:03:21,,
zcrm_5586105000000556001,zcrm_5586105000000435019,Olivia Hwa,Installation Kit Raiser Bracket - 180L,COMP-000469,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Installation Kit,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000000435019,Olivia Hwa,2023-01-16 07:47:41,2025-11-25 11:05:02,0,Each,0,-113,0,,,168,,,goods,false,0,,0,,,2025-11-25 11:05:02,,
zcrm_5586105000000556252,zcrm_5586105000000435019,Olivia Hwa,Extra Hot & Cold Piping and Wiring,,,,false,,Piping,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-16 14:29:59,2025-12-27 16:03:21,0,Each,0,-163,0,,,72,,,goods,false,,,0,,,2025-12-27 16:03:21,,
zcrm_5586105000000558039,zcrm_5586105000000436001,Ted Wong,"Kinetico Premier Series MACh 2030F OD, MACrolite",12662,,,true,Kinetico,POE Water Filter,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-16 15:40:28,2026-01-30 14:00:08,0,Each,0,-128,0,,,130,,,goods,false,,KINETICO,2693.36,,,2026-01-30 14:00:08,,
zcrm_5586105000000560280,zcrm_5586105000000435019,Olivia Hwa,Kinetico CP213F OD - MACrolite,11246,,,true,Kinetico,POE Water Filter,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-17 15:02:21,2025-11-10 16:26:51,13850,Each,0,-18,0,,,4,Model : Mach 213f OD (with Macrolite Ceramic Media Twin-Tank) together with accessories fitting. Size: (1525 x 690 x Ã˜ 330) mm. Flow rate: 60 80 Lpm.,,goods,false,,KINETICO,7187.97,,,2025-11-10 16:26:51,,
zcrm_5586105000000560290,zcrm_5586105000000435019,Olivia Hwa,Kinetico CP213F OD - ACtivated Carbon,11244A,,,true,Kinetico,POE Water Filter,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-17 15:03:39,2025-11-10 16:26:51,13850,Each,0,-8,0,,,2,Model : Mach 213f OD Carbon (with Carbon Media Twin-Tank) together with accessories fitting. Size: (1525 x 690 x Ã˜ 330) mm. Flow rate: 60 80 Lpm.,,goods,false,0,KINETICO,5830.09,,,2025-11-10 16:26:51,,
zcrm_5586105000000560377,zcrm_5586105000000435019,Olivia Hwa,CRANE,,,,false,,Service,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-17 15:23:32,2025-12-27 16:00:27,950,Each,0,-19,0,,,21,,,goods,false,,,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000560444,zcrm_5586105000000435019,Olivia Hwa,SUMMER INS3.8 White,S-INS3.8-W,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Instant Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-17 15:34:44,2025-11-10 16:26:51,0,Each,0,-1310,0,,,0,,,goods,false,,SUMMER,0,,,2025-11-10 16:26:51,,
zcrm_5586105000000560524,zcrm_5586105000000435019,Olivia Hwa,SUMMER 180CX Solar Hot Water System Complete System (JIS),T-518,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Solar Heater,,,,,zcrm_5586105000000435019,Olivia Hwa,zcrm_5586105000001430001,SSS Admin,2023-01-17 15:47:41,2025-11-10 16:29:13,0,Each,0,-552,0,,,199,"Direct Heating (Matt Black Polyester) Model 180CX (180 litres) 40 gallons together with a standard 3kW back up heating element, necessary fitting, valves and Isolation Barrier (JIS Standard)",,goods,false,,SUMMER,0,,,2025-11-10 16:29:13,,
zcrm_5586105000000598033,zcrm_5586105000000436001,Ted Wong,HeatFirst Air Heatpump HF-22,COMP-002888,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,false,Water-Care Industries,Heat Pump,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-31 11:30:15,2025-12-27 16:00:27,0,Each,0,-2,0,,,0,,,goods,false,,,0,,,2025-12-27 16:00:27,,
zcrm_5586105000000598045,zcrm_5586105000000436001,Ted Wong,Meru MP-200G (200Gal / 908Litres),COMP-008055,zcrm_5586105000003668003,WATER CARE INDUSTRIES SDN BHD,true,Water-Care Industries,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-31 11:36:19,2025-11-10 16:26:51,0,Each,0,-3,0,,,1,,,goods,false,,MERU,0,,,2025-11-10 16:26:51,,
zcrm_5586105000000598055,zcrm_5586105000000436001,Ted Wong,Single Phase Thermal Cut-Out,,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-31 11:48:15,2025-12-27 16:03:21,0,,0,-4,0,,,0,,,goods,false,,,0,Thermostat,,2025-12-27 16:03:21,,
zcrm_5586105000000598065,zcrm_5586105000000436001,Ted Wong,Single Phase Thermostat-EGO,,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-31 11:49:44,2025-12-27 16:03:21,0,,0,-4,0,,,0,,,goods,false,,,0,Thermostat,,2025-12-27 16:03:21,,
zcrm_5586105000000598075,zcrm_5586105000000436001,Ted Wong,Heating Element 9kW/415V,,,,false,,Centralized Heater,,,,,zcrm_5586105000000436001,Ted Wong,zcrm_5586105000001430001,SSS Admin,2023-01-31 11:50:10,2025-12-27 16:03:21,0,,0,-4,0,,,0,,,goods,false,,,0,Heating Element,,2025-12-27 16:03:21,,
