Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Sales Start Date,Sales End Date,Support Start Date,Support End Date,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Product Type,Locked,Max Level,Brand,Purchase Price,Sub Category,Stock Type,Last Activity Time,Connected To.module,Connected To.id
zcrm_5586105000010341106,zcrm_5586105000001430001,SSS Admin,SOLIS S6 EH3P6K2 H HYBRID INVERTER,S6-EH3P6K2-H,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:03:21,0,Each,0,0,0,,,0,PV,,goods,false,0,SOLIS,7050,HYBRID INVERTER,On demand,2025-12-27 16:03:21,,
zcrm_5586105000010341107,zcrm_5586105000001430001,SSS Admin,SOLIS S6 EH3P8K2 H HYBRID INVERTER,S6-EH3P8K2-H,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-11-10 16:29:13,0,Each,0,0,0,,,0,PV,,goods,false,0,SOLIS,7500,HYBRID INVERTER,On demand,2025-11-10 16:29:13,,
zcrm_5586105000010341108,zcrm_5586105000001430001,SSS Admin,SOLIS S6 EH3P10K2 H HYBRID INVERTER,S6-EH3P10K2-H,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:03:33,0,Each,0,0,0,,,0,PV,,goods,false,0,SOLIS,7900,HYBRID INVERTER,On demand,2025-12-27 16:03:33,,
zcrm_5586105000010341109,zcrm_5586105000001430001,SSS Admin,HOYMILES MICRO INVERTER HAT 8.0HV EUG1,HAT- 8.0HV-EUG1,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:03:52,0,Each,0,0,0,,,0,PV,,goods,false,0,HOYMILES,0,MICRO INVERTER,On demand,2025-12-27 16:03:52,,
zcrm_5586105000010341110,zcrm_5586105000001430001,SSS Admin,HOYMILES HMT 2000 4T MICRO INVERTER,HMT- 2000-4T,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,HOYMILES,1420,MICRO INVERTER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341111,zcrm_5586105000001430001,SSS Admin,HOYMILES HMS MICRO INVERTER 1.8 kW 4T,HMS-1800-4T,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-11-10 16:26:58,0,null,0,-1,0,,,39,Hoymiles 1800W 1 phase microinverter with 4 MPPT,,goods,false,0,HOYMILES,1286,MICRO INVERTER,On demand,2025-11-10 16:26:58,,
zcrm_5586105000010341112,zcrm_5586105000001430001,SSS Admin,HOYMILES HMS MICRO INVERTER 0.9 kW 2T,HMS-900-2T,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,-1,0,,,4,PV,,goods,false,0,HOYMILES,845,MICRO INVERTER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341113,zcrm_5586105000001430001,SSS Admin,SOLARTECH 12V 100AH GEL BATTERY,6-CNJ-100GEL,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,15,0,,,0,PV,,goods,false,0,SOLARTECH,508.54,Solar Battery,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341114,zcrm_5586105000001430001,SSS Admin,SOLAHTECH 6 CNJ 1000 GEL BATTERY,6-CNJ-1000GEL,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,SOLARTECH,0,Solar Battery,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341115,zcrm_5586105000001430001,SSS Admin,GOODWE GM3000 SMART ENERGY METER,GM3000(ZeroExportController),,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,Goodwe,0,SMART ENERGY METER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341116,zcrm_5586105000001430001,SSS Admin,SOLIS 3 PHASE POWER SMART ENERGY METER,3-PhasePowerMeter,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,Solis,800,SMART ENERGY METER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341117,zcrm_5586105000001430001,SSS Admin,SUNGROW SMART ENERGY METER 230 V AC / 400 V AC,DTSD1352-C,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,1,PV,,goods,false,0,Sungrow,0,SMART ENERGY METER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341118,zcrm_5586105000001430001,SSS Admin,HUAWEI SMART ENERGY METER,DTSU666-H250A/50MA,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-29 12:50:11,0,Each,0,0,0,,,0,PV,,goods,false,0,Huawei,0,SMART ENERGY METER,On demand,2025-12-29 12:50:11,,
zcrm_5586105000010341119,zcrm_5586105000001430001,SSS Admin,SOLPLANET Eastron SDM630 SMART ENERGY METER,EastronSDM630,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,Solplanet,0,SMART ENERGY METER,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341120,zcrm_5586105000001430001,SSS Admin,SMART ENERGY METER 3PH,3PH,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,30,,,0,PV,,goods,false,60,OEM,0,SMART ENERGY METER,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341121,zcrm_5586105000001430001,SSS Admin,SMART ENERGY METER 1PH,1PH,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,5,,,0,PV,,goods,false,10,OEM,0,SMART ENERGY METER,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341122,zcrm_5586105000001430001,SSS Admin,DC MCB - 2P 63A 550VDC,FPV-63,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-29 12:50:11,112,pcs,0,0,74,,,0,,,goods,false,500,FEED,0,DC MCB,Kanban,2025-12-29 12:50:11,,
zcrm_5586105000010341123,zcrm_5586105000001430001,SSS Admin,DC MCB 2P 1000VDC 63A,FPV-64,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,0,,,0,PV,,goods,false,0,FEED,0,DC MCB,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341124,zcrm_5586105000001430001,SSS Admin,DC SPD - 2P 800 VDC 20~40KA SPD,FSP-D40,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-30 08:48:53,171,pcs,0,0,74,,,0,PV,,goods,false,500,FEED,0,DC SPD,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000010341125,zcrm_5586105000001430001,SSS Admin,DC FUSE HOLDER - 20A 1000VDC,FDS-32B,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-30 08:48:53,0,pcs,0,2,74,,,0,PV,,goods,false,200,FEED,0,Wire,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000010341126,zcrm_5586105000001430001,SSS Admin,"AC MCB - 4P, 63A",FE7-63,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-30 08:48:53,21,pcs,0,22,37,,,4,,,goods,false,500,FEED,0,AC MCB,,2026-01-30 08:48:53,,
zcrm_5586105000010341127,zcrm_5586105000001430001,SSS Admin,"AC SPD - 4P, 420VAC, 20~40KA",FSP-A40,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-30 08:48:53,39,pcs,0,18,37,,,4,PV,,goods,false,500,,0,AC SPD,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000010341128,zcrm_5586105000001430001,SSS Admin,"ENERGY METER - 3 Phase, 4P, 3X230V/400V",DTM024,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-30 08:48:53,155.8,pcs,0,-1,30,,,0,PV,,goods,false,150,METHEWE,0,SMART ENERGY METER,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000010341129,zcrm_5586105000001430001,SSS Admin,"ENERGY METER - 1 Phase, 2P, 220V",DDM15SD,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-26 10:45:54,58.6,pcs,0,5,37,,,0,PV,,goods,false,100,METHEWE,0,SMART ENERGY METER,On demand,2026-01-26 10:45:54,,
zcrm_5586105000010341130,zcrm_5586105000001430001,SSS Admin,Combiner box 2 row 30 ways,DB-2R-30WAYS,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,200,37,,,0,PV,,goods,false,,,29,Combiner Box,,2025-12-27 16:00:27,,
zcrm_5586105000010341132,zcrm_5586105000001430001,SSS Admin,DC Wire x100m,,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:03:33,0,Each,0,0,30,,,0,PV,,goods,false,60,,0,Wire,Kanban,2025-12-27 16:03:33,,
zcrm_5586105000010341133,zcrm_5586105000001430001,SSS Admin,Earth wire,,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:03:33,0,Each,0,0,45,,,0,PV,,goods,false,90,,0,Wire,Kanban,2025-12-27 16:03:33,,
zcrm_5586105000010341135,zcrm_5586105000001430001,SSS Admin,Expansion wall plug M8 x 60mm,EWM8,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,pcs,0,0,2000,,,0,PV,,goods,false,4000,,0,Plug,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341137,zcrm_5586105000001430001,SSS Admin,Rail Clamp Kits(flange nut),KS-CRC-01CR,,,false,,Installation Kit,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,960,,,0,PV,,goods,false,1920,KINGFEELS,1.5,,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341138,zcrm_5586105000001430001,SSS Admin,Inter clamp kit 35mm,KS-IC2-F35,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,4800,,,0,PV,,goods,false,,KINGFEELS,1.45,Mounting,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341139,zcrm_5586105000001430001,SSS Admin,L Feet 21# with Bolt M8 x 25 and Nut,KS-HK-L21-02,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-29 11:50:45,0,pcs,0,-6,960,,,12,PV,,goods,false,2000,KINGFEELS,3.52,Mounting,Kanban,2026-01-29 11:50:45,,
zcrm_5586105000010341140,zcrm_5586105000001430001,SSS Admin,KLIP-LOK 406 Roof Hook,KS-HK-S08-02,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,480,,,0,PV,,goods,false,,KINGFEELS,4.93,Mounting,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341141,zcrm_5586105000001430001,SSS Admin,2# Stainless Steel Roman Tile Roof Hook Kits,KS-HK-R02,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,400,,,0,PV,,goods,false,4000,KINGFEELS,9.33,Mounting,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341142,zcrm_5586105000001430001,SSS Admin,KLIP-LOK 700 Roof Hook,KS-HK-S09-02,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-21 10:01:40,0,Each,0,0,480,,,0,PV,,goods,false,,KINGFEELS,5.28,Mounting,Kanban,2026-01-21 10:01:40,,
zcrm_5586105000010341143,zcrm_5586105000001430001,SSS Admin,M8*25MM Bolt & Nut,KS-FA-MS825,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,1250,,,0,PV,,goods,false,,KINGFEELS,1.1,Misc,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341147,zcrm_5586105000001430001,SSS Admin,S09 Standing Seam Roof Hook (U type),KS-HK-S09,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:02:46,0,Each,0,0,4000,,,0,PV,,goods,false,0,KINGFEELS,4.7,Mounting,Kanban,2025-12-27 16:02:46,,
zcrm_5586105000010341150,zcrm_5586105000001430001,SSS Admin,GROUNDING LUG,KS-BR-GL,,,true,,Tools,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2026-01-14 19:54:43,0,Each,0,0,800,,,0,PV,,goods,false,1600,KINGFEELS,1.9,Mounting,Kanban,2026-01-14 19:54:43,,
zcrm_5586105000010341151,zcrm_5586105000001430001,SSS Admin,End clamp kit 35mm,KS-EC2-F35,,,false,,Installation Kit,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,1,4800,,,0,PV,,goods,false,,KINGFEELS,1.4,Mounting,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341152,zcrm_5586105000001430001,SSS Admin,S08 Standing Seam Roof Hook (U type),KS-HK-S08,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,3600,,,0,PV,,goods,false,,KINGFEELS,5.1,Mounting,Kanban,2025-12-27 16:00:27,,
zcrm_5586105000010341153,zcrm_5586105000001430001,SSS Admin,7# trapezoidal metal roof hook,KS-HK-T07N-01,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,1200,,,0,PV,,goods,false,,KINGFEELS,2.8,Mounting,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010341154,zcrm_5586105000001430001,SSS Admin,Rail Clamp Kits with C Nut,KS-CRC-2AN,,,false,,Installation Kit,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 15:29:39,2025-12-27 16:00:27,0,Each,0,0,960,,,0,PV,,goods,false,,KINGFEELS,1.36,,On demand,2025-12-27 16:00:27,,
zcrm_5586105000010387034,zcrm_5586105000001430001,SSS Admin,PINGALAX 11KW EV CHARGER,PACA-J5JEU7/230,,,false,,EV Charger,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 16:32:01,2025-12-27 16:00:27,995.22,Each,0,0,0,,,0,,,goods,false,0,,0,,,2025-12-27 16:00:27,,
zcrm_5586105000010387035,zcrm_5586105000001430001,SSS Admin,NEM Application,T-426,,,true,,Service,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-07 16:32:01,2025-11-10 16:26:51,0,Each,0,-1,0,,,0,,,service,false,0,,0,,,2025-11-10 16:26:51,,
zcrm_5586105000011088333,zcrm_5586105000001430001,SSS Admin,AC wire 6mmx100m BLACK,AC-WIRE-06-B,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2026-01-30 08:48:53,2400,pcs,0,0,15,,,0,,,goods,false,30,,210,WIRE,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000011088334,zcrm_5586105000001430001,SSS Admin,"AC WIRE, 10mm x 100m, BLACK",AC-WIRE-10,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-29 16:50:55,0,Roll,0,0,0,,,6,,,goods,false,0,,365,WIRE,Kanban,2025-12-29 16:50:55,,
zcrm_5586105000011088335,zcrm_5586105000001430001,SSS Admin,Combiner box 2 row 28 - 30 ways,DB-2R-28WAYS,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2026-01-30 10:52:19,96.67,pcs,0,0,0,,,0,,,goods,false,100,,29,Combiner Box,On demand,2026-01-30 10:52:19,,
zcrm_5586105000011088337,zcrm_5586105000001430001,SSS Admin,Combiner box 2 row 30 ways (METAL),DB-2R-30WAYS-M,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,0,0,,,0,,,goods,false,0,,150,Combiner Box,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088338,zcrm_5586105000001430001,SSS Admin,DC CABLE - Fireproof 1C x 6mm^2 (1000 meters / Drum) Black,DC-WIRE-06,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-29 16:50:55,800,Each,0,0,0,,,0,,,goods,false,,,0,Wire,,2025-12-29 16:50:55,,
zcrm_5586105000011088339,zcrm_5586105000001430001,SSS Admin,DC Wire 10mmx100m,DC-WIRE-10,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,0,0,,,0,,,goods,false,0,,0,Wire,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088341,zcrm_5586105000001430001,SSS Admin,Earth Wire 6mmx100M,EARTH-WIRE-06,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,800,rolls,0,-3,30,,,6,,,goods,false,60,HELUKABEL,0,Wire,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088342,zcrm_5586105000001430001,SSS Admin,Earth wire 10mmx100m,EARTH-WIRE-10,,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,0,45,,,0,,,goods,false,90,HELUKABEL,0,Wire,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088343,zcrm_5586105000001430001,SSS Admin,"FLEXIBLE GI CONDUIT PVC COATED 1"" X 30M","FLX-GI-PVC-1""",,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2026-01-30 08:48:53,0,pcs,0,9,0,,,7,,,goods,false,30,,0,Flexible Conduit,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000011088344,zcrm_5586105000001430001,SSS Admin,"1"" PVC Flex Conduit Black- 20meter","FLX-PVC-1""",,,true,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2026-01-30 08:48:53,0,pcs,0,3,0,,,0,,,goods,false,30,,18.5,Flexible Conduit,Kanban,2026-01-30 08:48:53,,
zcrm_5586105000011088345,zcrm_5586105000001430001,SSS Admin,HELUKABEL SOLARFLEX-X H1Z2Z2-KX4MM2 PV WIRE (1000m),H1Z2Z2-KX4MM2,,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,0,4,,,0,,,goods,false,,HELUKABEL,0,Wire,,2025-12-27 16:01:15,,
zcrm_5586105000011088346,zcrm_5586105000001430001,SSS Admin,"HELUKABEL QC4, 10-35 1500V CONNECTOR (FEMALE) - OD 5-6MM (50 PCS)","QC4,10-35-1500V-F",,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,3,500,,,0,,,goods,false,1000,HELUKABEL,0,Electrical Component,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088347,zcrm_5586105000001430001,SSS Admin,"HELUKABEL QC4, 10-35 1500V CONNECTOR (MALE) - OD 5-6MM (50 PCS)","QC4,10-35-1500V-M",,,false,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,3,500,,,0,,,goods,false,1000,HELUKABEL,0,Electrical Component,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088348,zcrm_5586105000001430001,SSS Admin,SOLIS 33KW 3-PHASE 3 MPPT STRING INVERTER,S5-GC33K,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-11-10 16:27:34,20058,pcs,0,0,0,,,0,13 years product warranty,,goods,false,0,SOLIS,9000,STRING INVERTER,On demand,2025-11-10 16:27:34,,
zcrm_5586105000011088350,zcrm_5586105000001430001,SSS Admin,Solis 40kW 3-Phase 4 MPPT String Inverter,S5-GC40K,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,25629,Each,0,0,0,,,1,15 years product warranty,,goods,false,4,SOLIS,11500,STRING INVERTER,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088351,zcrm_5586105000001430001,SSS Admin,SOLIS 50KW 3-PHASE 5 MPPT STRING INVERTER,S5-GC50K,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,27189,Each,0,0,0,,,1,16 years product warranty,,goods,false,4,SOLIS,12200,STRING INVERTER,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088353,zcrm_5586105000001430001,SSS Admin,SOLIS 20KW 3-PHASE DUAL MPPT STRING INVERTER,S5-GR3P20K,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,13127,pcs,0,-3,2,,,6,,,goods,false,2,SOLIS,5890,STRING INVERTER,Kanban,2025-12-27 16:01:15,,
zcrm_5586105000011088354,zcrm_5586105000001430001,SSS Admin,SOLIS 4KW 3-PHASE DUAL MPPT STRING INVERTER,S5-GR3P4K,,,true,,Solar PV,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-23 17:40:25,9652,pcs,0,-2,1,,,3,,,goods,false,0,SOLIS,3910,STRING INVERTER,On demand,2025-12-23 17:40:25,,
zcrm_5586105000011088357,zcrm_5586105000001430001,SSS Admin,DC FUSE HOLDER 1P 1000VDC 32A FUSE LINK + HOLDER,FRPV1-32,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,20,0,,,0,,,goods,false,,USFULL,0,Wire,,2025-12-27 16:01:15,,
zcrm_5586105000011088358,zcrm_5586105000001430001,SSS Admin,DC SPD 2P 1000VDC 20KA,FLY1-20PV,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,9,0,,,0,,,goods,false,0,USFULL,0,DC SPD,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088360,zcrm_5586105000001430001,SSS Admin,DC MCB 2P 500VDC 40A,FMB7-PV,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,0,0,,,0,,,goods,false,0,USFULL,0,DC MCB,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088361,zcrm_5586105000001430001,SSS Admin,DC MCB 4P 500VDC 125A,FMB1Z-125,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,2,0,,,0,,,goods,false,0,USFULL,0,DC MCB,On demand,2025-12-27 16:01:15,,
zcrm_5586105000011088362,zcrm_5586105000001430001,SSS Admin,ISOLATOR 4P 1000VDC 32A,HGN4-32DC/4,,,false,,Electrical Component,,,,,zcrm_5586105000001430001,SSS Admin,zcrm_5586105000001430001,SSS Admin,2024-08-14 16:55:49,2025-12-27 16:01:15,0,Each,0,12,0,,,0,,,goods,false,,USFULL,0,,,2025-12-27 16:01:15,,
