Item Name,SKU,Status,Opening Stock,Reorder Level
"CHECK VALVE – 2”, BSP",T-0295,Active,4,
"SS REDUCER BUSH 4"" X 3""",T-0299,Active,0,
PPR ELBOW 75MM,T-0303,Active,0,
PPR SOCKET 63MM,T-0308,Active,0,
"PPR THREADED MALE ADAPTOR 32MM X 1""",T-0313,Active,0,
Sealing Epoxy,T-0329,Active,0,
"GRINDING DISC 4""",CSMB-000063,Active,0,0
"36"" PLUMBING WRENCH",T-0342,Active,0,0
"PORTABLE GAS – ACETYLENE, 1.4M3, REFILL",CSMB-000210,Active,0,
AVENTURA BYPASS VALVE,T-0345,Active,0,
COCONUT SHELL BASE ACTIVATED CARBON,VE-SORB,Active,25,
PLIERS PUMP,T-0398,Active,0,0
CONCEALED TANK TRAY (GI) – 300L,LTFG-000598,Active,0,
"BUTELINE ELBOW 3/4""",T-433,Active,0,
"PVC CONDUIT FLEXI TUBING - 20MM, 30M",T-434,Active,0,
"LONG SLEEVE ANCHOR 3"" x 3/8""",T-438,Active,0,
POLY EQUAL BEND 25MM,T-442,Active,0,
PREMIX PLASTER 3KG,T-447,Active,0,
"CAPILLARY TUBE – 1/4”, C/W NUTS",PART-000088,Active,0,
"COPPER TUBE ACCESS VALVE – R134A, OD1/4"", L125MM",PART-000225,Active,0,
MAX RCCB,T-456,Active,0,
PVC GLUE,T-459,Active,0,
"RIVET BLIND – AL, 1/8'' X 3/8''",PART-000028,Active,0,
"COLLECTOR PLUG – BRASS,M30",PART-000194,Active,0,
"PIPE – PVC, CLASS D, 1/2” X L6000MM",RAWM-000151,Active,0,
DANFOSS VALVE 1/2” X 7/8” SOLDER ANGLEWAY,PART-000174,Active,0,
CHECK VALVE 3/4'',PURC-000119,Active,8,
Calgon HP 4-40PC - 0.75kW,T-0241,Active,1,
PPR ELBOW 32MM,T-0008,Active,0,
PPR REDUCING BUSH,T-0014,Active,22,
"PVC SOCKET 3/4""",T-0023,Active,2,
"PVC THREADED MALE SOCKET 1/2""",T-0038,Active,26,
BALL COCK 22MM,T-0052,Active,0,
"BRASS TEE 1/2""",T-0104,Active,"1,006",
"BRASS SOCKET 1/2""",T-0121,Active,49,
"BRASS SOCKET 3/4""",T-0126,Active,10,
"SS NIPPLE 3/4""",T-0132,Active,7,
"BRASS REDUCER SOCKET 3/4"" X 1/2""",T-0207,Active,390,
"PLUG TOP – WHITE, 250VAC, 15A",PART-000076,Active,58,
"COLLECTOR PLUG – BRASS, 3/4”, BSP",PART-000048,Active,643,
"COLLECTOR STRAP – SS304, T0.9MM X W30MM X L795MM",SMFG-000166,Active,22,
"KINETICO CAP AREA PARTS - O-RING, BALANCE PISTON, 016",1070,Active,390,
KINETICO GEARS - STEM GEAR,1521,Active,575,
KINETICO GEARS - GEAR #7,1528,Active,697,
KINETICO GEARS - METER TURBINE #PP9,9258,Active,52,
KINETICO CAP AREA PARTS - REGENERATION START PAWL,1783,Active,661,
"KINETICO, CONTROL/DRAIN VALVE SEAL",7869,Active,0,
KINETICO GEARS - GEAR #P2 NYLON,7886A,Active,292,
KINETICO GEARS - GEAR #P20 NYLON,7898A,Active,326,
KINETICO VALVE PARTS - METER DISC #4,1507,Active,127,
KINETICO GEARS - GEAR #3,1524,Active,"1,276",
"KINETICO PREFILTER CARTRIDGE - 16"", 5MICRON, REUSABLE",11829A,Active,15,
"KINETICO DISTRIBUTOR TUBES - 7X35 UI KI, 2030",16810,Active,14,
FILTER CLIP AT INLET & OUTLET,11098A,Active,483,
"PIPE - PVC, GREY, 1/2""",T-0217,Active,0,
"PIPE - PE, OD25MM",T-0222,Active,15,
MASKING TAPE – W36MM X L20YDS,CSMB-000159,Active,17,
BALL COCK 15MM,T-0004,Active,3,
"CONNECTOR LINK, 8""- FOR 2060, 4060 MODEL",2845,Active,40,
"KINETICO VALVE PART - O-RING, ACTUATOR",1460,Active,0,
"CARTON – COLLECTOR, T85MM X W1027MM X L1940MM",PKG-000010,Active,0,
"COLD PIPE S – 180L/40G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",SMFG-000074,Active,0,
LCD DISPLAY CONTROLLER FOR MINI HEAT PUMP (APPLICABLE MODEL: 01060103011),CO-HF-03,Active,0,
BRACKET FLAT ROOF – 270L/300L/400L,COMP-000105,Active,0,
"KINETICO VALVE PART - CONTROL DISC, PURPLE",8635,Active,1,
AC CONTACTTOR FOR MINI HEAT PUMP (APPLICABLE MODEL: 010606001310),CO-HF-19,Active,0,
"KINETICO PARTS -BALL VALVE, 3/8 STEM-MG",11378,Active,25,
"CALORIFIER STRAP – SS304, T0.9MM X W30MM X L795MM",SMFG-000167,Active,0,
"CARTON – 300L/66G, T515MM X W515MM X L2320MM",PKG-000018,Active,0,
"PORTABLE GAS - REFRIGERANT GAS - R134A, 30LBS",CSMB-000290,Active,0,
"SCROLL COMPRESSOR – 5.0HP, 50HZ/ 3PH/ 380-420V, ROTOLOCK, ZB38KQE-TFD-55",PART-000168,Active,0,
"PRESSURE REDUCING VALVE 3/4"" INSTALLATION KIT",T-0286,Active,0,
KINETICO VALVE PARTS - FILTER HEAD SHELL LEVEL ONE,11111,Active,0,
"PIPE - PPR, 75MM X 4MM PN20 GF RED STRIPE",T-0292,Active,0,
"SS REDUCER BUSH 2"" X 1""",T-0298,Active,0,
PPR ELBOW 63MM,T-0302,Active,0,
PPR TEE 75MM,T-0306,Active,0,
PPR REDUCING SOCKET 63MM X 32MM,T-0312,Active,0,
KINETICO CAP AREA PART - SUPPORT PIN,1023,Active,3,
INSULATION TAPE PVC,T-0337,Active,0,0
3 Way Adaptor 13A,ES-7387,Active,0,0
Concrete Slab 1x2ft,T-0344,Active,0,
BRAZE FILLER – BRAZING ALLOY,RAWM-000169,Active,0,
"CARTON – MERU, 55L/12G, T480MM X W480MM X L710MM",PKG-000023,Active,0,
CORDLESS DRILL BATTERY 2.0AH,T-0388,Active,6,0
"INSULATED FEMALE DISCONNECTOR – BLUE, VINYL",RAWM-000020,Active,0,
"BUTELINE STRAIGHT COUPLING 3/4""",T-432,Active,0,
"ORIFICE CAGE – X22440-B7B, EMERSON",PART-000164,Active,0,
"1"" Stainless Steel U-Clip",T-437,Active,0,
"POLY THREADED MALE ADAPTOR 3/4"" X 25MM",T-441,Active,0,
"POLY THREADED MALE BEND 3/4"" X 25MM",T-445,Active,0,
"KINETICO SOLITAIRE VALVE - L3 WITH 1/2"" DRAIN",8653C,Active,0,
"SOLENOID VALVE SOLDER – 5/8”, EVR 10 NC, 032L1214",PART-000125,Active,0,
CEE 16A 3 PIN PLUG SOCKET,T-455,Active,0,
CONCRETE DRILL BIT,T-458,Active,0,
EVAPORATOR FOR COMMERCIAL HEAT PUMP,PART-000160,Active,0,
"HOSE - TRANTSPARENT, 13MM X 1.75MM X 30",HOSE-TR-13MM,Active,0,
"BALL VALVE - 3/4', BSP",CSMB-000009,Active,0,
"ELBOW – PVC, 15MM",RAWM-000153,Active,0,
DANFOSS THERMAL VALVE EXPANSION 067B3297 R134A,PART-000127,Active,0,
KINETICO SELECTO QCM350+,16507,Active,10,
"PPR SOCKET 20MM/ 1/2""",T-0012,Active,41,
"COLLECTOR OLIVE – BRASS, 3/4” X 8MM",PART-000047,Active,100,
"PVC SOCKET 1""",T-0028,Active,10,
"PVC END CAP 1/2""",T-0043,Active,24,
"BRASS REDUCER TEE 3/4"" X 1/2""",T-0078,Active,153,
"BRASS ELBOW 1/2""",T-0119,Active,95,
"BRASS THREADED MALE ELBOW 1/2""",T-0124,Active,3,
"BRASS THREADED FEMALE SOCKET 1/2""",T-0128,Active,369,
"POLY NIPPLE 1/2""",T-0190,Active,6,
"PRESSURE TEMPERATURE VALVE – 850KPA, 10KW, 1/2”",PART-000186,Active,0,
"COLLECTOR NUT – BRASS, 3/4”, BSP",PART-000046,Active,567,
"EXTRUSION - ALUMINIUM ALLOY, 6063-T5, T3.18MM X W1 1/2'' X W1 1/2'' X L6000MM",RAWM-000061,Active,0,
KINETICO VALVE PARTS - METER DISC #1,1504,Active,179,
KINETICO GEARS - GEAR #4,1525,Active,771,
KINETICO CAP AREA PARTS - NO BACKWASH PAWL,7097,Active,641,
KINETICO CAP AREA PARTS - ACTUATOR (NORYL),9284A,Active,30,
KINETICO CARTRIDGE – K5 MEMBRANE GREEN,12752B,Active,31,
KINETICO FAUCET – CLASSIC CHROME,12725,Active,42,
KINETICO HYDRUS VALVE PARTS - HYDRUS PISTON WASHER,10971,Active,30,
KINETICO GEARS - GEAR #P15 NYLON,7895A,Active,302,
KINETICO HYDRUS - ADAPTER E-CLIP,10921A,Active,36,
KINETICO CARTRIDGE – TF75 MEMBRANE,10501,Active,81,
"KINETICO SOLITAIRE VALVE - CP213F, ASSEMBLY, UT+L2, LEVEL 1",11252A,Active,26,
"KINETICO TUBING - PE, 3/8""X100' ROLL, BLACK, NSF CERTIFIED",1890,Active,33,
"PIPE - SS304, OD20MM X T0.6MM",T-0219,Active,5,
"HOSE - PLASTIC, 10MM X 1.75MM X 30M",T-0230,Active,5,
"PVC ELECTRICAL INSULATION TAPE, RED, 0.13MM X 18MM X 6M",T-0002,Active,56,
CEV WITH LEVER,PART-000178,Inactive,13,
"HEATING ELEMENT SET - 3KW, CE STANDARD",PURC-000234,Active,10,
"KINETICO CAP AREA PARTS - SPRING,METER DRIVE PAWL",7010A,Active,30,
"PARTS KIT S – 450L / 100G, 3/4”, 3 COLLECTORS, SM PACKAGING – SOLAR: CARTON",COMP-K-000017,Active,71,2
"COLD PIPE S – 300L / 66G, 450L/100G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",SMFG-000066,Active,10,
"SHEET METAL – AL, T0.21MM x W3' X L8'",T-461,Active,55,
"ISOLATION BARRIER – 110~220VAC, 1/2'', METAL THREAD, +UV",PART-000074,Active,0,
"HOT PIPE S – 300L/66G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",SMFG-000072,Active,0,
KINETICO HYDRUS VALVE PARTS - LEVEL 5B BASE (INCLUDES RETAINERS AND O-RING),10908A,Active,0,
KINETICO - CONNECTOR PIN,4742,Active,0,
COMPRESSOR CAPCITOR FOR MINI HEAT PUMP (APPLICABLE MODEL: 010603010003),CO-HF-04,Active,0,
"HOSE - PLASTIC, 13MM X 1.75MM X 30",,Active,0,
"KINETICO ELBOW – UNION 3/8T, MG, PLUSVX, QUICKFLO, A200, K5",7761,Active,25,
Kinetico Selecto QCM-350+,200-0001,Active,0,
"FILTER DRIER – DML ELIMINATOR, POE, 1/2”, DML-164, FLARE",PART-000161,Active,0,
"CHECK VALVE – 3”, BSP",T-0296,Active,4,
SS NIPPLE 2”/50MM,T-0300,Active,0,
"PPR THREADED FEMALE SOCKET 63MM X 2""",T-0304,Active,0,
PPR SOCKET 75MM,T-0309,Active,0,
"PIPE - PPR, 32MM X 4M PN20 GF RED STRIPE",T-0314,Active,0,
"COLD PIPE S – 450L/66G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",T-0332,Active,0,
LED GLASS TUBE 22W 4',KSE-LT8-22DL,Active,0,0
CABLE TIE – 300mm,T-0343,Active,0,
"PORTABLE GAS – OXYGEN, 1.4M3, REFILL",CSMB-000213,Active,0,
"CABLE WIRE ROLL – GREY, 3 CORE, 2.5MM2, 90M",RAWM-000022,Active,0,
"GASKET 50MM, BLACK, RUBBER",T-0351,Active,0,
KINETICO VALVE PARTS - DRAIN VALVE W/QUAD,7872A,Active,0,
"BLOWER FAN SET - 20"", 3PH",PART-000083,Active,0,
"3/4"" Stainless Steel U-Clip",T-430,Active,0,
"PVC BASE BOX 3"" x 3""",T-435,Active,0,
"BOLT & NUT - SS, 50MM X 6MM",T-439,Active,0,
PVC PIPE PLUG 15MM,T-443,Active,0,
ANTI RUST PAINT,T-449,Active,0,
SIGHT GLASS SOLDER – 1/2”,PART-000170,Active,0,
COPPER ELBOW – 28MM,PART-000097,Active,0,
"PRESSURE GAUGE, 68MM",T-457,Active,0,
"COLD PIPE S – 300L/66G, 450L/100G, SM, SS304",SMFG-000389,Active,0,
"PRESSURE LIMITING VALVE–350KPA, 1/2"", MALE",PART-000202,Active,0,
COLLECTOR TRIM,SMFG-000076,Active,0,
Kliplock #5 Interface - 50MM,MRH-05-D,Active,0,
POLYSTYRENE FOAM – T6MM X W1004MM X L1913MM,PKG-000024,Active,0,
ORIFICE CAGE THERMOSTATIC EXPANSION VALVE 5 #02,PART-000162,Active,0,
"PRESSURE GAUGE – LOW, 2-1/2"" DIAL MR-205",PART-000117,Active,0,
"PRESSURE GAUGE – HIGH, 2-1/2"" DIAL MR-305",PART-000116,Active,0,
"PRESSURE REDUCING VALVE, 1~6 BAR, BRASS 3/4""",T-0278,Active,0,30
SUMMER 300L SOLAR WATER HEATER - INDIRECT,COMP-008035,Active,5,2
"VALVES – V09 1-1/4"" - 5/8"", 8168033",PART-000149,Active,0,
SUMMER 75E HCM - 3KW CARTON MAX,COMP-007153,Active,0,
SUMMER 450L SOLAR WATER HEATER - DIRECT,COMP-005672,Active,6,5
KINETICO CARTRIDGE – K5/A200 MAC T&O (12673),9306B,Active,88,
MERU MP15 HCM - 3KW WRAP CEV,COMP-006082,Active,0,0
KINETICO CARTRIDGE – K5/A200 PREFILTER HIGH CAP CARBON(9462A),9461A,Active,99,
"MERU MP136 HWM – 3 X 3KW BASIC, IT[SS316, T2MM]",COMP-006076,Active,0,
"KINETICO VALVE PARTS - FILTER HEAD CAP, DFFR B/W-ULTEM-WHITE",8697B,Active,50,
"HEATING ELEMENT - SUS321, 9KW/415V, STRAIGHT",PURC-000075,Inactive,4,
"THERMOSTAT – ECO, 240VAC, 50HZ, 30A, 60°C–70°C, 95°C",RAWM-000016,Active,105,
"COLD EXPANSION VALVE – 700KPA X 1/2”, BSP",PART-000042,Active,19,
MERU MP55 HWM-L - 3KW WRAPED BASIC,COMP-D-000721,Active,0,0
"GASKET HEATING ELEMENT – BLACK, RUBBER, T11MM X W64MM X L64MM",PART-000011,Active,38,
MERU MP75 HWM - 3KW WRAPED BASIC,COMP-007186,Active,0,
"BRASS GATE VALVE 1/2""",T-0212,Active,5,
MERU MP90 HWM-R - 9KW WRAPED BASIC,COMP-007433,Active,0,0
MERU MP30 HCM - 3KW WRAPED BASIC,COMP-006240,Active,0,
MERU MP34 HWM-R - 3KW WRAPED BASIC,COMP-006284,Active,13,
"COLD EXPANSION VALVE – 700KPA X 1/2”, BSP, FARIS",PART-000191,Active,0,
MP75-MERU-OD430MM-OC[ZNAL 0.45MM]-IT[SS304 1.2MM]-HWM-1H-NC-CARTON-CEV-SOLARTECH,COMP-007166,Active,0,
Silicon - Allyseal - Non Alcohol & Acid -792N - Grey,T-02556,Active,0,
KINETICO VALVE PARTS - METER DISC #2,1505,Active,307,
MERU MP34 HCM - 3KW CARTON PTV,COMP-007788,Active,0,
"KINETICO PREMIER SERIES® MACH 2030F OD, MACROLITE®",12662,Active,7,
KINETICO K5 Core,12799,Active,1,
MERU MP115 HCM - WRAPED BASIC,COMP-007954,Active,0,
"Kinetico Premier Series® MACH 2030f OD, Macrolite® Complete System (Home Care)",KSI-0003,Active,0,
Kinetico Premier Series® MACH 2060s OD,11201,Active,0,
KINETICO K5 DRINKING WATER STATION®,T-0277,Active,0,
Summer® SOLAR GENUINE CARE PLAN - DIRECT TOTAL 1 CARE SERVICES,BCCP-007,Active,0,
MERU MP300 VFM - 3KW WRAPPED BASIC,COMP-004990,Active,0,
"CONTACTOR–3P,LC1,E1201,EASYPACT TVS,SCHNEIDER",PART-000250,Active,0,
MERU MP68 HCM 3kW Wrapped PTV,COMP-006579,Active,0,
"BRASS FLARE NUT - 1/2""",PART-000181,Active,0,
INSTALLATION KIT RAISER BRACKET – 180L,COMP-000469,Active,0,
SUMMER 55E HWM-L - 3KW WRAPED BASIC,COMP-006515,Active,0,
KINETICO FC-550 TOTAL CARE,KCS-001,Active,0,
SUMMER® 450CX Solar Hot Water System Complete System (Home Care),SOLI-012,Active,0,
KINETICO MEDIA - Macrolite® - 2060,FMED-002,Active,,
Solar Collector SUMMER - CX Full Header Socket,COMP-008061,Active,0,
CONTACTOR-SCHNEIDER 3P LC1 E1201 EASYPACT TVS N5,LC1E1201U5,Active,0,
"SOLENOID VALVE SOLDER – 1/2”, EVR 6 NC, 032L1209",PART-000171,Active,0,
"KINETICO PREMIER SERIES® MACH 2060F OD, MACROLITE®",11211,Active,9,
CRANE RENTAL (25 TONNE),BCGS-025,Active,,
"Kinetico Premier Series® MACH 2060f OD, Macrolite® Complete System (Retail)",KS-0004,Active,0,
KINETICO PREMIER SERIES® MACH 2030f-2100f TOTAL CARE,KCS-003,Active,0,
SWITCH SOCKET 15A,T-425,Active,0,0
"TEE – PVC, 1/2”",RAWM-000152,Active,0,
Printer-Inkjet (A4) Bottle Ink/B 6000 C 7000,PRI-INK-B60,Active,0,
"BRASS FLARE NUT - 5/8""",PART-000089,Active,0,
MERU MP45 HCM - 3KW CARTON BASIC,COMP-007721,Active,0,
SUMMER 55E HCM - 3KW WRAPED BASIC,COMP-006507,Active,2,
"KINETICO AIR TANK - QUICKFLO STORAGE TANK, 3 GALLON, BLACK",12754,Active,44,
SUMMER® CEV SAFETY KIT,COMP-000345,Active,0,
OUTSTATION CHARGES,BCGS-033,Active,,
MERU MP55 HWM - 3KW WRAPED BASIC,COMP-006512,Active,0,
Kinetico Valve Hydrus Softer Complete Brine Valve,PN74160,Active,0,
PVC Platform Hand Trolley With PU Wheel,T035-085,Active,0,
STEEL BAND 12MM X 10MM (0.7MM),T-258,Active,0,
HEATING ELEMENT - ELTON,3170525,Active,3,
GX MANIFOLD - 8,S-COMP-000546,Active,0,
"KINETICO MEDIA TANK - 8X40 UI, 2060",13429,Active,14,
MERU MP90 HCM - 3KW WRAPED BASIC,COMP-007225,Active,30,5
MERU MP75 HWM-L - 3KW WRAPED BASIC,COMP-007190,Active,0,
Manifold Kinetico K5 Drinking Water Station®,13962,Active,,
PLASTER CEILING REPAIR,BCGS-032,Active,,
MERU MP60 HWM-R - 3KW WRAPED BASIC,COMP-006558,Active,5,
"CARTON – SUMMER, 300L / 66G, T515MM X W515MM X L2330MM",PKG-000017,Active,0,
INSTALLATION RAISER KIT–300L/66G-2 COLLECTORS-FLAT,LTFG-000599,Active,0,
MERU MP68 HCM - 3KW WRAPPED BASIC,COMP-006583,Active,12,0
"CARTON – COLLECTOR, T85MM X W255MM X L1015MM",PKG-000013,Active,0,
SUMMER® PTV SAFETY KIT,COMP-000404,Active,0,
SUMMER 1350L / 300G VFM - 9KW BASIC,COMP-006701,Active,0,
COMMERCIAL APPLIANCES REPAIR SERVICE,BCGS-035,Active,,
COMMERCIAL APPLIANCE DISMANTLING SERVICE,CMGS-002,Active,,
MERU MP55 HCM - 3KW WRAPED BASIC,COMP-006508,Active,10,0
TERMINAL BLOCK @ CONNECTOR,RAWM-000011,Active,44,
SUMMER® SOLAR 300 FLAT INSTALL KIT,COMP-000360,Active,0,
"COLLECTOR NUT - BRASS, M30",PURC-000160,Active,121,
APPLIANCE DOOR-TO-DOOR DELIVERY,BCGS-026,Active,,
"ISOLATION BARRIER – 110~220VAC, 1/2''",PART-000049,Active,424,
SUMMER® SOLAR TOTAL CARE,COMP-000405,Active,0,
"PRESSURE REDUCING VALVE, 1~6 BAR, BRASS 1""",T-0276,Active,0,
"PRESSURE REDUCING VALVE, 5 BAR, 3/4""",PSL75 (PSL715),Active,0,
"THERMOSTAT – AUTO ECO, 240VAC, 50HZ, 30A, 60°C – 70°C",RAWM-000015,Active,90,
MERU MP136 VFM - 3 X 3KW SS316 CARTON PTV,COMP-000231-SS316-PTV-3X3KW,Active,0,
SUMMER® SOLAR TOTAL SAFETY KIT,COMP-000346,Active,0,
SUMMER® 300CX Solar Hot Water Complete System (Retail),SOL-017,Active,0,
"THERMOSTAT – 3P, 415VAC, 50HZ, 30°C-75°C",RAWM-000028,Active,3,
HEATING ELEMENT - 9KW SQUARE,PURC-000239,Active,4,
"THERMAL LIMITER – 3P, 415VAC, 50HZ, 82°C",PART-000004,Active,0,
Product Health Check (Waived),DISC-001,Active,,
MERU MP45 HCM - 3KW WRAPED BASIC,COMP-006412,Active,16,3
"COLD EXPANSION VALVE - 800KPA X 1/2"", BSP",PURC-000098,Active,40,
MERU MP75 HCM - 3KW WRAPED BASIC,COMP-007182,Active,4,0
"CARTON – SUMMER, 180L/40G, T513MM x W513MM x L1550MM",PKG-000006,Active,0,
SUMMER® 180CX Solar Hot Water Complete System (Retail),SOL-0014,Active,0,
SUMMER® 180CX Solar Hot Water System Complete System (Home Care),SOLI-014,Active,0,
"PARTS KIT S – 180L / 40G, 3/4”, 1 COLLECTOR, SM PACKAGING – SOLAR: CARTON",COMP-K-000011,Active,10,0
"MERU MP300 BASIC - 9KW/415V, 3/4"", VFM, WRAPPED",COMP-004916,Active,0,
KINETICO REMOTE BASE PARTS - BLK WELDED ACS,13705,Active,96,
SUMMER Red - 5L,PURC-000029,Active,,
KINETICO CARTRIDGE – FC-550 NANOFACT® CARTRIDGE,100-1002,Active,70,
KINETICO CARTRIDGE – FC-550 CARBON CARTRIDGE,100-1001,Active,49,
KINETICO BYPASS VALVE,T-0271,Active,27,
KINETICO CP213F OD - MACROLITE®,11246,Active,0,
Kinetico CP213F OD - Macrolite® Complete System (Home Care),KSI-0002,Active,0,
SUMMER 180L SOLAR WATER HEATER - DIRECT,COMP-008046,Active,6,3
SUMMER® Solar Glass,PART-000053,Active,0,
PIPE MODIFICATION,BCGS-031,Active,,
"SUMMER® RED – GLYCOL, 5L",SMFG-000150,Active,14,
"HEATING ELEMENT – INCOLOY 800, RED SEALANT, 3KW/240V, L315MM, STRAIGHT",PART-000010,Active,33,
SEAL TAPE - TEFLON PTFE,T-0257,Active,700,
Cartridge Kinetico Pre&Post Set K5/A200,DCAR-001,Active,,
APPLIANCE HEALTH CHECK,BCGS-014,Active,,
CRANE RENTAL(20 TONNE),BCGS-012,Active,,
"MERU MP136 HWM – 3 X 3KW PTV, IT[SS316, T2MM]",COMP-006075,Active,0,
"CHECK VALVE – 1/2'', BSP",PART-000045,Active,512,
STOCK TRANSFER TRANSPORTATION SERVICE,BCGS-037,Active,,
SUMMER 300L SOLAR WATER HEATER - DIRECT,COMP-005659,Active,72,60
"KINETICO MEDIA TANK - 7X35 UI, 2030",13427,Active,6,
APPLIANCE DISMANTLING SERVICE,BCGS-027,Active,,
"PRESSURE REDUCING VALVE, 1~6 BAR, BRASS 1/2""",T-0287,Active,0,
"THERMOSTAT – 60°C, 95°C",PURC-000035,Active,,
Courier - Peninsular,BCGS-039,Active,,
"PRESSURE TEMPERATURE VALVE – 700KPA, 10KW, 1/2”",PART-000050,Active,235,
SUMMER 75E HCM - 3KW WRAP BASIC,COMP-007181,Active,0,
SUMMER® 300CX Solar Hot Water System Complete System (Home Care),SOLI-017,Active,0,
KINETICO PREMIER SERIES® MACH 2030f-2100f TOTAL CARE KIT,KCSK-003,Active,0,
"MP90 ELECTRIC HEATER – 2x3KW,SS316 HWM,MERU,PTV",COMP-008021,Active,0,0
Solar Collector SUMMER - CX,COMP-002937,Active,106,45
APPLIANCE MAINTENANCE SERVICE,BCGS-028,Active,,
"Kinetico Premier Series® MACH 2060f OD, Macrolite® Complete System (Home Care)",KSI-0004,Active,0,
Valve Module Kinetico 2030-2060F,KDSK-001,Active,,
"PARTS KIT S – 300L / 66G, 3/4”, 2 COLLECTORS, SM PACKAGING – SOLAR: CARTON",COMP-005628,Active,10,18
KINETICO CARTRIDGE – MAC VOC / LEAD (9418A),9308A,Active,97,
APPLIANCE INSTALLATION SERVICE,BCGS-013,Active,,
KINETICO PREMIER SERIES® MACH 2030f-2100f REPAIR KIT,KCSK-005,Active,0,
